,시군구,단지명,전용면적,계약년월,거래금액,층,건축년도,yrmth
57,1,7,42.97,202311.0,11000.0,8.0,2012.0,202311.0
58,1,8,50.04,202311.0,8000.0,3.0,1985.0,202311.0
59,1,9,84.835,202311.0,19000.0,3.0,1997.0,202311.0
60,1,10,49.89,202311.0,15700.0,13.0,2016.0,202311.0
61,1,11,59.62,202311.0,19920.0,8.0,2017.0,202311.0
62,1,12,15.718,202311.0,5200.0,9.0,2014.0,202311.0
63,1,13,59.23,202311.0,12000.0,2.0,2002.0,202311.0
64,1,14,84.3677,202311.0,31000.0,12.0,2007.0,202311.0
65,1,15,49.86,202311.0,18000.0,7.0,2015.0,202311.0
66,1,16,84.64,202310.0,15800.0,10.0,1996.0,202310.0
67,1,14,84.3677,202310.0,29500.0,5.0,2007.0,202310.0
68,1,17,77.9,202310.0,19600.0,3.0,2003.0,202310.0
69,1,18,84.9171,202310.0,48000.0,18.0,2022.0,202310.0
70,1,19,46.8,202310.0,16000.0,5.0,2016.0,202310.0
71,1,20,32.45,202310.0,6800.0,11.0,2016.0,202310.0
72,1,21,59.67,202310.0,22000.0,3.0,2017.0,202310.0
73,1,10,49.98,202310.0,15000.0,6.0,2015.0,202310.0
74,1,22,49.17,202310.0,17000.0,6.0,2016.0,202310.0
75,1,18,59.9894,202310.0,34762.0,20.0,2022.0,202310.0
76,1,23,59.28,202309.0,24000.0,10.0,2018.0,202309.0
77,1,5,49.71,202309.0,15000.0,12.0,2016.0,202309.0
78,1,24,59.88,202309.0,19600.0,14.0,2016.0,202309.0
79,1,25,83.448,202309.0,20000.0,8.0,2019.0,202309.0
80,1,26,53.65,202309.0,7900.0,3.0,1978.0,202309.0
81,1,27,71.13,202309.0,13500.0,4.0,2003.0,202309.0
82,1,28,59.75,202309.0,12600.0,6.0,2002.0,202309.0
83,1,17,77.9,202309.0,21500.0,5.0,2003.0,202309.0
84,1,29,80.93,202309.0,13000.0,1.0,1978.0,202309.0
85,1,24,59.94,202309.0,16000.0,13.0,2016.0,202309.0
86,1,30,51.8618,202308.0,18800.0,11.0,2018.0,202308.0
87,1,31,51.66,202404.0,10000.0,3.0,1971.0,202404.0
88,1,18,74.8816,202404.0,39000.0,2.0,2022.0,202404.0
89,1,5,49.88,202404.0,14500.0,6.0,2016.0,202404.0
90,1,32,49.9,202404.0,15450.0,9.0,2017.0,202404.0
91,1,10,49.96,202404.0,16300.0,12.0,2016.0,202404.0
92,1,18,84.9171,202404.0,48000.0,47.0,2022.0,202404.0
93,1,14,59.9701,202404.0,24000.0,9.0,2007.0,202404.0
94,1,18,59.9321,202404.0,30000.0,11.0,2022.0,202404.0
95,1,33,83.16,202404.0,29000.0,12.0,2018.0,202404.0
96,1,14,84.3677,202404.0,31000.0,9.0,2007.0,202404.0
97,1,34,75.62,202404.0,15000.0,5.0,2004.0,202404.0
98,1,35,49.79,202403.0,14200.0,8.0,2014.0,202403.0
99,1,36,49.81,202403.0,15000.0,4.0,2015.0,202403.0
100,1,29,88.96,202403.0,9800.0,4.0,1978.0,202403.0
101,1,33,81.24,202403.0,27700.0,6.0,2018.0,202403.0
102,1,9,59.895,202403.0,15800.0,1.0,1997.0,202403.0
103,1,18,74.8816,202403.0,42000.0,8.0,2022.0,202403.0
104,1,18,74.8816,202403.0,44000.0,29.0,2022.0,202403.0
105,1,14,84.3677,202403.0,28200.0,1.0,2007.0,202403.0
106,1,12,15.435,202403.0,5950.0,7.0,2014.0,202403.0
107,1,18,74.8816,202403.0,42950.0,19.0,2022.0,202403.0
108,1,18,59.9321,202403.0,39000.0,27.0,2022.0,202403.0
109,1,33,83.905,202403.0,30000.0,11.0,2018.0,202403.0
110,1,8,50.04,202403.0,8450.0,4.0,1985.0,202403.0
111,1,21,59.65,202403.0,18700.0,12.0,2017.0,202403.0
112,1,14,84.3677,202403.0,28500.0,15.0,2007.0,202403.0
113,1,36,49.98,202403.0,14700.0,9.0,2015.0,202403.0
114,1,37,59.84,202403.0,16300.0,2.0,2017.0,202403.0
115,1,14,84.3677,202402.0,29500.0,14.0,2007.0,202402.0
116,1,38,69.9405,202402.0,24000.0,11.0,2020.0,202402.0
117,1,39,75.0261,202402.0,26000.0,4.0,2017.0,202402.0
118,1,16,84.64,202402.0,11000.0,6.0,1996.0,202402.0
119,1,40,49.79,202402.0,15500.0,13.0,2015.0,202402.0
120,1,18,59.9321,202402.0,39000.0,47.0,2022.0,202402.0
121,1,8,50.04,202402.0,8200.0,4.0,1985.0,202402.0
122,1,41,49.9382,202402.0,14700.0,8.0,2016.0,202402.0
123,1,14,59.9701,202401.0,23000.0,8.0,2007.0,202401.0
124,1,42,82.31,202401.0,16500.0,5.0,1980.0,202401.0
125,1,14,84.3677,202401.0,29800.0,10.0,2007.0,202401.0
126,1,14,53.776,202401.0,20700.0,9.0,2007.0,202401.0
127,1,27,70.86,202401.0,10000.0,5.0,2003.0,202401.0
128,1,18,84.9171,202401.0,34000.0,36.0,2022.0,202401.0
129,1,43,84.975,202401.0,21700.0,11.0,2003.0,202401.0
130,1,44,48.8371,202401.0,11500.0,2.0,2013.0,202401.0
131,1,45,48.687,202312.0,16700.0,11.0,2015.0,202312.0
132,1,46,84.6066,202312.0,28000.0,2.0,2020.0,202312.0
133,1,9,59.895,202312.0,15700.0,9.0,1997.0,202312.0
134,1,47,49.42,202312.0,17800.0,11.0,2015.0,202312.0
135,1,18,84.9171,202312.0,55000.0,32.0,2022.0,202312.0
136,1,48,84.93,202312.0,17300.0,7.0,2002.0,202312.0
137,1,14,84.3677,202312.0,30000.0,11.0,2007.0,202312.0
138,1,14,84.3677,202312.0,32300.0,12.0,2007.0,202312.0
139,1,9,59.895,202312.0,15700.0,9.0,1997.0,202312.0
140,1,42,56.19,202309.0,11500.0,5.0,1978.0,202309.0
141,1,6,87.42,202309.0,18700.0,6.0,1998.0,202309.0
142,1,24,59.99,202308.0,17800.0,13.0,2016.0,202308.0
143,1,14,84.3677,202308.0,32000.0,3.0,2007.0,202308.0
144,1,5,49.95,202308.0,14800.0,11.0,2016.0,202308.0
145,1,49,82.29,202308.0,16000.0,2.0,2003.0,202308.0
146,1,46,84.7183,202308.0,30000.0,13.0,2020.0,202308.0
147,1,14,59.9701,202308.0,26000.0,14.0,2007.0,202308.0
148,1,18,74.9165,202308.0,36300.0,39.0,2022.0,202308.0
149,1,9,84.835,202308.0,21000.0,4.0,1997.0,202308.0
150,1,19,49.672,202308.0,16500.0,6.0,2016.0,202308.0
151,1,9,59.895,202308.0,15000.0,1.0,1997.0,202308.0
152,1,26,53.65,202308.0,8200.0,3.0,1978.0,202308.0
153,1,50,84.35,202308.0,18000.0,5.0,2003.0,202308.0
154,1,12,15.351,202308.0,5400.0,6.0,2014.0,202308.0
155,1,8,50.04,202307.0,8200.0,4.0,1985.0,202307.0
156,1,6,123.11,202307.0,30000.0,9.0,1998.0,202307.0
157,1,14,59.9701,202307.0,28000.0,13.0,2007.0,202307.0
158,1,51,42.97,202307.0,11800.0,3.0,2016.0,202307.0
159,1,18,74.8816,202307.0,32000.0,25.0,2022.0,202307.0
160,1,33,83.16,202307.0,28800.0,7.0,2018.0,202307.0
161,1,21,59.67,202306.0,22000.0,9.0,2017.0,202306.0
162,1,18,84.9171,202306.0,30000.0,7.0,2022.0,202306.0
163,1,6,90.69,202306.0,21500.0,12.0,1998.0,202306.0
164,1,30,51.8618,202306.0,17000.0,18.0,2018.0,202306.0
165,1,8,50.04,202306.0,9000.0,3.0,1985.0,202306.0
166,1,14,59.9701,202306.0,24800.0,11.0,2007.0,202306.0
167,1,43,84.962,202305.0,25000.0,12.0,2003.0,202305.0
168,1,8,50.04,202305.0,8000.0,4.0,1985.0,202305.0
169,1,52,59.82,202305.0,20000.0,6.0,2019.0,202305.0
170,1,38,69.9405,202305.0,24500.0,12.0,2020.0,202305.0
171,1,16,84.64,202305.0,15000.0,4.0,1996.0,202305.0
172,1,38,69.9405,202305.0,25500.0,12.0,2020.0,202305.0
173,1,14,84.3677,202305.0,32000.0,11.0,2007.0,202305.0
174,1,14,84.3677,202305.0,32000.0,11.0,2007.0,202305.0
175,1,28,59.75,202305.0,13000.0,7.0,2002.0,202305.0
176,1,24,59.94,202305.0,17500.0,7.0,2016.0,202305.0
177,1,45,48.926,202305.0,15800.0,12.0,2015.0,202305.0
178,1,23,59.28,202305.0,24000.0,10.0,2018.0,202305.0
179,1,37,59.84,202305.0,17900.0,13.0,2017.0,202305.0
180,1,32,49.62,202305.0,13650.0,12.0,2017.0,202305.0
181,1,31,57.31,202305.0,7800.0,4.0,1971.0,202305.0
182,1,53,59.98,202305.0,28000.0,8.0,2017.0,202305.0
183,1,19,49.672,202305.0,16500.0,7.0,2016.0,202305.0
184,2,54,68.61,202311.0,25700.0,18.0,1993.0,202311.0
185,2,55,59.985,202311.0,22000.0,2.0,1997.0,202311.0
186,2,54,68.61,202311.0,25700.0,18.0,1993.0,202311.0
187,2,54,84.765,202311.0,28500.0,2.0,1993.0,202311.0
188,2,56,59.985,202311.0,27500.0,15.0,1995.0,202311.0
189,2,55,84.6,202311.0,30000.0,3.0,1997.0,202311.0
190,2,57,84.74,202311.0,37300.0,10.0,2002.0,202311.0
191,2,57,78.834,202311.0,36000.0,17.0,2002.0,202311.0
192,2,58,44.4,202311.0,20000.0,7.0,1998.0,202311.0
193,2,59,59.985,202311.0,27000.0,22.0,1997.0,202311.0
194,2,58,77.0,202311.0,33350.0,10.0,1998.0,202311.0
195,2,55,59.985,202311.0,24900.0,9.0,1997.0,202311.0
196,2,56,59.985,202311.0,28450.0,14.0,1995.0,202311.0
197,2,54,101.49,202311.0,35000.0,2.0,1993.0,202311.0
198,2,60,29.7,202311.0,12900.0,11.0,1997.0,202311.0
199,2,61,59.98,202311.0,26000.0,8.0,1996.0,202311.0
200,2,62,59.78,202311.0,27000.0,14.0,1998.0,202311.0
201,2,63,59.986,202311.0,24500.0,10.0,1997.0,202311.0
202,2,55,59.985,202311.0,26000.0,7.0,1997.0,202311.0
203,2,64,84.6,202311.0,33500.0,13.0,1996.0,202311.0
204,2,59,59.985,202311.0,21500.0,20.0,1997.0,202311.0
205,2,65,59.885,202311.0,22800.0,5.0,1995.0,202311.0
206,2,60,84.81,202310.0,28000.0,2.0,1997.0,202310.0
207,2,59,59.985,202310.0,27500.0,11.0,1997.0,202310.0
208,2,66,43.2,202310.0,15200.0,4.0,1994.0,202310.0
209,2,56,84.6,202310.0,35800.0,16.0,1995.0,202310.0
210,2,67,59.86,202310.0,19000.0,2.0,1994.0,202310.0
211,2,66,59.4,202310.0,17500.0,3.0,1994.0,202310.0
212,2,66,59.4,202310.0,17500.0,3.0,1994.0,202310.0
213,2,67,84.63,202310.0,28500.0,8.0,1994.0,202310.0
214,2,59,59.985,202310.0,28000.0,5.0,1997.0,202310.0
215,2,68,59.98,202310.0,22500.0,13.0,1997.0,202310.0
216,2,61,84.97,202310.0,33000.0,6.0,1996.0,202310.0
217,2,63,84.566,202310.0,23900.0,1.0,1997.0,202310.0
218,2,65,59.885,202310.0,22500.0,7.0,1995.0,202310.0
219,2,63,84.566,202310.0,23900.0,1.0,1997.0,202310.0
220,2,66,84.6,202310.0,27000.0,10.0,1995.0,202310.0
221,2,59,84.6,202310.0,36300.0,11.0,1997.0,202310.0
222,2,69,84.72,202310.0,21500.0,4.0,2008.0,202310.0
223,2,56,59.985,202310.0,25200.0,5.0,1995.0,202310.0
224,2,62,84.98,202310.0,35000.0,14.0,1998.0,202310.0
225,2,55,59.985,202310.0,25700.0,10.0,1997.0,202310.0
226,2,56,59.985,202310.0,27400.0,14.0,1995.0,202310.0
227,2,70,59.76,202310.0,16500.0,10.0,1994.0,202310.0
228,2,60,113.46,202310.0,35000.0,6.0,1997.0,202310.0
229,2,65,84.855,202310.0,30000.0,2.0,1995.0,202310.0
230,2,55,59.985,202310.0,22900.0,2.0,1997.0,202310.0
231,2,56,84.6,202310.0,35700.0,16.0,1995.0,202310.0
232,2,56,59.985,202310.0,26000.0,2.0,1996.0,202310.0
233,2,59,59.985,202310.0,30300.0,10.0,1997.0,202310.0
234,2,54,84.765,202310.0,32500.0,12.0,1993.0,202310.0
235,2,56,84.6,202310.0,35600.0,7.0,1995.0,202310.0
236,2,56,84.6,202310.0,35700.0,18.0,1995.0,202310.0
237,2,56,59.985,202310.0,27700.0,11.0,1995.0,202310.0
238,2,59,59.985,202310.0,28400.0,4.0,1997.0,202310.0
239,2,59,84.6,202309.0,34500.0,5.0,1997.0,202309.0
240,2,71,84.692,202309.0,30000.0,1.0,1996.0,202309.0
241,2,59,59.985,202309.0,26800.0,17.0,1997.0,202309.0
242,2,55,84.6,202309.0,35000.0,1.0,1997.0,202309.0
243,2,66,43.2,202309.0,16300.0,14.0,1994.0,202309.0
244,2,65,59.885,202309.0,23900.0,17.0,1995.0,202309.0
245,2,71,124.902,202309.0,47400.0,5.0,1996.0,202309.0
246,2,67,84.63,202309.0,27000.0,3.0,1994.0,202309.0
247,2,55,84.6,202309.0,31300.0,12.0,1997.0,202309.0
248,2,59,84.6,202309.0,30000.0,20.0,1997.0,202309.0
249,2,59,59.985,202309.0,24400.0,3.0,1997.0,202309.0
250,2,55,84.6,202309.0,29000.0,2.0,1997.0,202309.0
251,2,55,84.6,202309.0,29000.0,2.0,1997.0,202309.0
252,2,61,59.98,202309.0,23000.0,2.0,1996.0,202309.0
253,2,58,77.0,202309.0,34000.0,12.0,1998.0,202309.0
254,2,59,59.985,202309.0,27900.0,19.0,1997.0,202309.0
255,2,58,77.0,202309.0,33000.0,13.0,1998.0,202309.0
256,2,54,134.94,202309.0,50000.0,12.0,1993.0,202309.0
257,2,54,134.94,202309.0,50000.0,12.0,1993.0,202309.0
258,2,62,59.78,202309.0,27000.0,8.0,1998.0,202309.0
259,2,62,59.78,202309.0,24000.0,3.0,1998.0,202309.0
260,2,60,84.81,202309.0,30450.0,4.0,1997.0,202309.0
261,2,72,49.77,202309.0,15600.0,1.0,1984.0,202309.0
262,2,60,29.7,202309.0,13000.0,3.0,1997.0,202309.0
263,2,56,59.985,202309.0,28000.0,15.0,1995.0,202309.0
264,2,60,200.37,202309.0,70000.0,23.0,1997.0,202309.0
265,2,67,59.86,202309.0,19000.0,5.0,1994.0,202309.0
266,2,61,59.98,202309.0,23700.0,20.0,1996.0,202309.0
267,2,65,84.855,202309.0,30500.0,16.0,1995.0,202309.0
268,2,63,84.566,202308.0,28400.0,14.0,1997.0,202308.0
269,2,63,84.566,202308.0,28000.0,5.0,1997.0,202308.0
270,2,59,84.6,202308.0,36200.0,8.0,1997.0,202308.0
271,2,71,84.692,202308.0,33300.0,7.0,1996.0,202308.0
272,2,71,59.929,202308.0,23500.0,6.0,1996.0,202308.0
273,2,56,84.6,202308.0,36000.0,19.0,1995.0,202308.0
274,2,54,84.765,202308.0,26500.0,1.0,1993.0,202308.0
275,2,56,59.985,202308.0,26900.0,17.0,1995.0,202308.0
276,2,68,84.8,202308.0,27000.0,11.0,1997.0,202308.0
277,2,62,124.53,202308.0,48000.0,7.0,1998.0,202308.0
278,2,56,84.6,202308.0,33500.0,18.0,1995.0,202308.0
279,2,55,84.6,202308.0,30800.0,1.0,1997.0,202308.0
280,2,56,84.6,202308.0,35800.0,7.0,1995.0,202308.0
281,2,59,59.985,202308.0,24000.0,1.0,1997.0,202308.0
282,2,56,59.985,202308.0,25800.0,4.0,1995.0,202308.0
283,2,70,59.76,202308.0,17500.0,3.0,1994.0,202308.0
284,2,62,84.98,202308.0,37000.0,15.0,1998.0,202308.0
285,2,58,77.0,202308.0,31500.0,16.0,1998.0,202308.0
286,2,64,59.985,202308.0,25900.0,16.0,1996.0,202308.0
287,2,65,74.055,202308.0,31500.0,15.0,1995.0,202308.0
288,2,68,59.98,202308.0,22000.0,10.0,1997.0,202308.0
289,2,63,59.986,202308.0,24250.0,11.0,1997.0,202308.0
290,2,61,59.98,202308.0,23500.0,1.0,1996.0,202308.0
291,2,59,59.985,202308.0,26000.0,6.0,1997.0,202308.0
292,2,72,56.16,202308.0,18500.0,3.0,1984.0,202308.0
293,2,67,59.86,202308.0,20000.0,13.0,1994.0,202308.0
294,2,54,134.94,202308.0,40500.0,8.0,1993.0,202308.0
295,2,55,84.6,202308.0,31000.0,11.0,1997.0,202308.0
296,2,56,59.985,202308.0,29000.0,12.0,1996.0,202308.0
297,2,55,59.985,202308.0,26500.0,9.0,1997.0,202308.0
298,2,55,84.6,202307.0,30000.0,4.0,1997.0,202307.0
299,2,58,59.96,202307.0,27900.0,17.0,1998.0,202307.0
300,2,72,56.16,202307.0,18700.0,3.0,1984.0,202307.0
301,2,65,74.055,202307.0,31000.0,13.0,1995.0,202307.0
302,2,64,59.985,202307.0,23500.0,23.0,1996.0,202307.0
303,2,67,59.86,202307.0,28350.0,19.0,1994.0,202307.0
304,2,55,84.6,202307.0,31000.0,2.0,1997.0,202307.0
305,2,64,59.985,202307.0,23500.0,23.0,1996.0,202307.0
306,2,54,84.765,202307.0,27000.0,1.0,1993.0,202307.0
307,2,54,84.765,202307.0,27000.0,1.0,1993.0,202307.0
308,2,72,49.77,202307.0,15500.0,5.0,1984.0,202307.0
309,2,69,84.72,202307.0,20000.0,7.0,2008.0,202307.0
310,2,65,59.885,202307.0,21600.0,3.0,1995.0,202307.0
311,2,72,56.16,202307.0,17800.0,2.0,1984.0,202307.0
312,2,55,59.985,202307.0,22000.0,6.0,1997.0,202307.0
313,2,65,59.885,202307.0,21600.0,3.0,1995.0,202307.0
314,2,54,134.94,202307.0,39300.0,4.0,1993.0,202307.0
315,2,56,59.985,202307.0,25500.0,7.0,1995.0,202307.0
316,2,70,59.76,202307.0,17500.0,2.0,1994.0,202307.0
317,2,72,58.32,202307.0,19350.0,5.0,1984.0,202307.0
318,2,63,59.986,202307.0,22500.0,6.0,1997.0,202307.0
319,2,54,68.61,202307.0,24000.0,15.0,1993.0,202307.0
320,2,56,59.985,202307.0,27800.0,9.0,1995.0,202307.0
321,2,61,59.98,202307.0,25800.0,17.0,1996.0,202307.0
322,2,59,84.6,202307.0,34650.0,6.0,1997.0,202307.0
323,2,72,58.32,202307.0,19000.0,1.0,1984.0,202307.0
324,2,60,118.5,202307.0,40000.0,4.0,1997.0,202307.0
325,2,54,134.94,202307.0,38000.0,11.0,1993.0,202307.0
326,2,63,84.566,202307.0,30200.0,11.0,1997.0,202307.0
327,2,65,59.885,202307.0,22400.0,3.0,1995.0,202307.0
328,2,61,59.98,202307.0,25000.0,7.0,1996.0,202307.0
329,2,65,59.885,202307.0,22500.0,13.0,1995.0,202307.0
330,2,55,84.6,202307.0,34800.0,4.0,1997.0,202307.0
331,2,55,84.6,202307.0,34800.0,5.0,1997.0,202307.0
332,2,72,49.77,202307.0,18000.0,1.0,1984.0,202307.0
333,2,62,124.53,202307.0,47000.0,3.0,1998.0,202307.0
334,2,63,59.986,202307.0,23500.0,13.0,1997.0,202307.0
335,2,64,59.985,202307.0,24750.0,17.0,1996.0,202307.0
336,2,55,84.6,202307.0,25800.0,1.0,1997.0,202307.0
337,2,54,68.61,202307.0,23800.0,7.0,1993.0,202307.0
338,2,55,84.6,202307.0,33000.0,8.0,1997.0,202307.0
339,2,57,84.74,202307.0,41300.0,10.0,2002.0,202307.0
340,2,54,101.49,202306.0,30000.0,1.0,1993.0,202306.0
341,2,56,84.6,202306.0,34500.0,6.0,1995.0,202306.0
342,2,66,71.265,202306.0,22500.0,16.0,1994.0,202306.0
343,2,59,84.6,202306.0,36900.0,2.0,1997.0,202306.0
344,2,59,59.985,202306.0,25000.0,13.0,1997.0,202306.0
345,2,54,84.765,202306.0,31000.0,10.0,1993.0,202306.0
346,2,55,59.985,202306.0,25800.0,9.0,1997.0,202306.0
347,2,66,59.4,202306.0,21300.0,14.0,1994.0,202306.0
348,2,71,84.692,202306.0,32700.0,19.0,1996.0,202306.0
349,2,55,59.985,202306.0,26000.0,10.0,1997.0,202306.0
350,2,61,59.98,202306.0,27900.0,3.0,1996.0,202306.0
351,2,61,59.98,202306.0,20000.0,1.0,1996.0,202306.0
352,2,70,84.99,202306.0,22500.0,14.0,1994.0,202306.0
353,2,71,59.929,202306.0,24500.0,6.0,1996.0,202306.0
354,2,61,59.98,202306.0,25000.0,16.0,1996.0,202306.0
355,2,72,58.32,202306.0,20000.0,3.0,1984.0,202306.0
356,2,70,84.99,202306.0,25500.0,13.0,1994.0,202306.0
357,2,55,59.985,202306.0,22300.0,2.0,1997.0,202306.0
358,2,59,59.985,202306.0,28500.0,14.0,1997.0,202306.0
359,2,54,84.765,202306.0,29100.0,5.0,1993.0,202306.0
360,2,54,84.765,202306.0,26000.0,3.0,1993.0,202306.0
361,2,65,59.885,202306.0,22500.0,13.0,1995.0,202306.0
362,2,59,84.6,202306.0,35800.0,4.0,1997.0,202306.0
363,2,61,59.98,202306.0,23500.0,14.0,1996.0,202306.0
364,2,61,59.98,202306.0,23000.0,11.0,1996.0,202306.0
365,2,54,68.61,202306.0,26100.0,11.0,1993.0,202306.0
366,2,56,59.985,202306.0,26750.0,19.0,1995.0,202306.0
367,2,73,59.93,202306.0,26000.0,21.0,1997.0,202306.0
368,2,55,59.985,202306.0,27500.0,7.0,1997.0,202306.0
369,2,61,84.97,202306.0,34850.0,8.0,1996.0,202306.0
370,2,59,59.985,202306.0,24800.0,5.0,1997.0,202306.0
371,2,55,84.6,202305.0,30000.0,15.0,1997.0,202305.0
372,2,71,59.929,202305.0,27000.0,5.0,1996.0,202305.0
373,2,60,29.7,202305.0,13500.0,6.0,1997.0,202305.0
374,2,54,84.765,202305.0,26500.0,4.0,1993.0,202305.0
375,2,66,59.4,202305.0,21600.0,13.0,1994.0,202305.0
376,2,55,84.6,202305.0,31600.0,2.0,1997.0,202305.0
377,2,55,84.6,202305.0,32000.0,6.0,1997.0,202305.0
378,2,59,59.985,202305.0,27300.0,14.0,1997.0,202305.0
379,2,71,59.929,202305.0,21200.0,18.0,1996.0,202305.0
380,2,57,84.74,202305.0,38500.0,7.0,2002.0,202305.0
381,2,61,59.98,202305.0,24500.0,14.0,1996.0,202305.0
382,2,62,59.78,202305.0,26400.0,6.0,1998.0,202305.0
383,2,54,84.765,202305.0,30000.0,18.0,1993.0,202305.0
384,2,63,84.566,202305.0,30000.0,3.0,1997.0,202305.0
385,2,62,59.78,202305.0,25000.0,11.0,1998.0,202305.0
386,2,65,84.855,202305.0,26800.0,14.0,1995.0,202305.0
387,2,72,56.16,202305.0,20500.0,4.0,1984.0,202305.0
388,2,61,59.98,202305.0,25500.0,9.0,1996.0,202305.0
389,2,54,84.765,202305.0,29900.0,2.0,1993.0,202305.0
390,2,56,59.985,202305.0,28500.0,16.0,1995.0,202305.0
391,2,55,59.985,202305.0,26500.0,8.0,1997.0,202305.0
392,2,66,71.265,202305.0,28571.0,9.0,1994.0,202305.0
393,2,74,58.68,202305.0,16750.0,4.0,1991.0,202305.0
394,2,71,59.929,202305.0,25000.0,16.0,1996.0,202305.0
395,2,62,59.78,202305.0,24900.0,16.0,1998.0,202305.0
396,2,71,84.692,202305.0,27500.0,1.0,1996.0,202305.0
397,2,66,59.4,202305.0,21000.0,9.0,1994.0,202305.0
398,2,61,59.98,202305.0,23500.0,17.0,1996.0,202305.0
399,2,54,101.49,202305.0,43000.0,10.0,1993.0,202305.0
400,2,59,84.6,202305.0,38300.0,13.0,1997.0,202305.0
401,2,66,71.265,202305.0,22800.0,7.0,1994.0,202305.0
402,2,61,59.98,202305.0,23500.0,9.0,1996.0,202305.0
403,2,54,101.49,202305.0,43000.0,10.0,1993.0,202305.0
404,2,73,59.93,202305.0,20500.0,1.0,1997.0,202305.0
405,2,59,84.6,202305.0,33200.0,7.0,1997.0,202305.0
406,2,59,84.6,202305.0,34500.0,12.0,1997.0,202305.0
407,2,65,84.855,202305.0,27150.0,9.0,1995.0,202305.0
